60010, 0.00570, 0.005
60020, 0.00479, 0.005
60030, 0.00498, 0.005
60040, 0.00418, 0.005
60050, 0.00393, 0.005
60060, 0.00446, 0.005
60070, 0.00329, 0.005
60080, 0.00500, 0.005
60090, 0.00464, 0.005
60100, 0.00305, 0.005
60110, 0.00635, 0.005
60120, 0.00410, 0.005
60130, 0.00442, 0.005
60140, 0.00340, 0.005
60150, 0.00436, 0.005
60160, 0.00451, 0.005
60170, 0.00363, 0.005
60180, 0.00525, 0.005
60190, 0.00376, 0.005
60200, 0.00363, 0.005
60210, 0.00368, 0.005
60220, 0.00227, 0.005
60230, 0.00530, 0.005
60240, 0.00524, 0.005
60250, 0.00458, 0.005
60260, 0.00418, 0.005
60270, 0.00322, 0.005
60280, 0.00479, 0.005
60290, 0.00387, 0.005
60300, 0.00371, 0.005
60310, 0.00369, 0.005
60320, 0.00390, 0.005
60330, 0.00452, 0.005
60340, 0.00256, 0.005
60350, 0.00593, 0.005
60360, 0.00455, 0.005
60370, 0.00394, 0.005
60380, 0.00551, 0.005
60390, 0.00313, 0.005
60400, 0.00329, 0.005
60410, 0.00422, 0.005
60420, 0.00296, 0.005
60430, 0.00430, 0.005
60440, 0.00517, 0.005
60450, 0.00444, 0.005
60460, 0.00294, 0.005
60470, 0.00350, 0.005
60480, 0.00448, 0.005
60490, 0.00485, 0.005
60500, 0.00264, 0.005
60510, 0.00363, 0.005
60520, 0.00353, 0.005
60530, 0.00273, 0.005
60540, 0.00594, 0.005
60550, 0.00315, 0.005
60560, 0.00566, 0.005
60570, 0.00577, 0.005
60580, 0.00426, 0.005
60590, 0.00500, 0.005
60600, 0.00218, 0.005
60610, 0.00708, 0.005
60620, 0.00257, 0.005
60630, 0.00368, 0.005
60640, 0.00289, 0.005
60650, 0.00423, 0.005
60660, 0.00607, 0.005
60670, 0.00403, 0.005
60680, 0.00388, 0.005
60690, 0.00379, 0.005
60700, 0.00465, 0.005
60710, 0.00379, 0.005
60720, 0.00271, 0.005
60730, 0.00307, 0.005
60740, 0.00313, 0.005
60750, 0.00454, 0.005
60760, 0.00478, 0.005
60770, 0.00434, 0.005
60780, 0.00427, 0.005
60790, 0.00468, 0.005
60800, 0.00341, 0.005
60810, 0.00491, 0.005
60820, 0.00475, 0.005
60830, 0.00462, 0.005
60840, 0.00373, 0.005
60850, 0.00475, 0.005
60860, 0.00358, 0.005
60870, 0.00399, 0.005
60880, 0.00496, 0.005
60890, 0.00327, 0.005
60900, 0.00345, 0.005
60910, 0.00481, 0.005
60920, 0.00307, 0.005
60930, 0.00309, 0.005
60940, 0.00409, 0.005
60950, 0.00571, 0.005
60960, 0.00540, 0.005
60970, 0.00448, 0.005
60980, 0.00335, 0.005
60990, 0.00537, 0.005
61000, 0.00422, 0.005
61010, 0.00368, 0.005
61020, 0.00348, 0.005
61030, 0.00382, 0.005
61040, 0.00331, 0.005
61050, 0.00406, 0.005
61060, 0.00307, 0.005
61070, 0.00348, 0.005
61080, 0.00318, 0.005
61090, 0.00419, 0.005
61100, 0.00259, 0.005
61110, 0.00462, 0.005
61120, 0.00391, 0.005
61130, 0.00447, 0.005
61140, 0.00358, 0.005
61150, 0.00436, 0.005
61160, 0.00287, 0.005
61170, 0.00348, 0.005
61180, 0.00385, 0.005
61190, 0.00489, 0.005
61200, 0.00429, 0.005
61210, 0.00287, 0.005
61220, 0.00258, 0.005
61230, 0.00400, 0.005
61240, 0.00346, 0.005
61250, 0.00358, 0.005
61260, 0.00393, 0.005
61270, 0.00410, 0.005
61280, 0.00396, 0.005
61290, 0.00251, 0.005
61300, 0.00220, 0.005
61310, 0.00491, 0.005
61320, 0.00382, 0.005
61330, 0.00521, 0.005
61340, 0.00350, 0.005
61350, 0.00525, 0.005
61360, 0.00348, 0.005
61370, 0.00422, 0.005
61380, 0.00244, 0.005
61390, 0.00390, 0.005
61400, 0.00408, 0.005
61410, 0.00466, 0.005
61420, 0.00377, 0.005
61430, 0.00370, 0.005
61440, 0.00329, 0.005
61450, 0.00476, 0.005
61460, 0.00370, 0.005
61470, 0.00456, 0.005
61480, 0.00437, 0.005
61490, 0.00313, 0.005
61500, 0.00485, 0.005
61510, 0.00315, 0.005
61520, 0.00499, 0.005
61530, 0.00315, 0.005
61540, 0.00361, 0.005
61550, 0.00358, 0.005
61560, 0.00451, 0.005
61570, 0.00338, 0.005
61580, 0.00425, 0.005
61590, 0.00306, 0.005
61600, 0.00562, 0.005
61610, 0.00353, 0.005
61620, 0.00367, 0.005
61630, 0.00523, 0.005
61640, 0.00430, 0.005
61650, 0.00393, 0.005
61660, 0.00389, 0.005
61670, 0.00379, 0.005
61680, 0.00457, 0.005
61690, 0.00536, 0.005
61700, 0.00546, 0.005
61710, 0.00509, 0.005
61720, 0.00618, 0.005
61730, 0.00423, 0.005
61740, 0.00513, 0.005
61750, 0.00437, 0.005
61760, 0.00404, 0.005
61770, 0.00382, 0.005
61780, 0.00312, 0.005
61790, 0.00307, 0.005
61800, 0.00384, 0.005
61810, 0.00496, 0.005
61820, 0.00525, 0.005
61830, 0.00327, 0.005
61840, 0.00429, 0.005
61850, 0.00404, 0.005
61860, 0.00566, 0.005
61870, 0.00283, 0.005
61880, 0.00359, 0.005
61890, 0.00433, 0.005
61900, 0.00345, 0.005
61910, 0.00452, 0.005
61920, 0.00436, 0.005
61930, 0.00389, 0.005
61940, 0.00479, 0.005
61950, 0.00387, 0.005
61960, 0.00452, 0.005
61970, 0.00354, 0.005
61980, 0.00389, 0.005
61990, 0.00440, 0.005
62000, 0.00481, 0.005
62010, 0.00509, 0.005
62020, 0.00463, 0.005
62030, 0.00273, 0.005
62040, 0.00447, 0.005
62050, 0.00384, 0.005
62060, 0.00355, 0.005
62070, 0.00659, 0.005
62080, 0.00408, 0.005
62090, 0.00458, 0.005
62100, 0.00349, 0.005
62110, 0.00426, 0.005
62120, 0.00415, 0.005
62130, 0.00383, 0.005
62140, 0.00382, 0.005
62150, 0.00454, 0.005
62160, 0.00296, 0.005
62170, 0.00429, 0.005
62180, 0.00409, 0.005
62190, 0.00391, 0.005
62200, 0.00333, 0.005
62210, 0.00338, 0.005
62220, 0.00347, 0.005
62230, 0.00481, 0.005
62240, 0.00535, 0.005
62250, 0.00388, 0.005
62260, 0.00415, 0.005
62270, 0.00315, 0.005
62280, 0.00411, 0.005
62290, 0.00446, 0.005
62300, 0.00544, 0.005
62310, 0.00495, 0.005
62320, 0.00376, 0.005
62330, 0.00313, 0.005
62340, 0.00613, 0.005
62350, 0.00523, 0.005
62360, 0.00329, 0.005
62370, 0.00357, 0.005
62380, 0.00451, 0.005
62390, 0.00317, 0.005
62400, 0.00260, 0.005
62410, 0.00440, 0.005
62420, 0.00445, 0.005
62430, 0.00300, 0.005
62440, 0.00379, 0.005
62450, 0.00452, 0.005
62460, 0.00436, 0.005
62470, 0.00682, 0.005
62480, 0.00354, 0.005
62490, 0.00381, 0.005
62500, 0.00339, 0.005
62510, 0.00460, 0.005
62520, 0.00326, 0.005
62530, 0.00326, 0.005
62540, 0.00329, 0.005
62550, 0.00346, 0.005
62560, 0.00403, 0.005
62570, 0.00433, 0.005
62580, 0.00372, 0.005
62590, 0.00395, 0.005
62600, 0.00564, 0.005
62610, 0.00457, 0.005
62620, 0.00334, 0.005
62630, 0.00442, 0.005
62640, 0.00407, 0.005
62650, 0.00534, 0.005
62660, 0.00437, 0.005
62670, 0.00349, 0.005
62680, 0.00321, 0.005
62690, 0.00362, 0.005
62700, 0.00558, 0.005
62710, 0.00448, 0.005
62720, 0.00600, 0.005
62730, 0.00367, 0.005
62740, 0.00563, 0.005
62750, 0.00418, 0.005
62760, 0.00387, 0.005
62770, 0.00496, 0.005
62780, 0.00346, 0.005
62790, 0.00231, 0.005
62800, 0.00608, 0.005
62810, 0.00545, 0.005
62820, 0.00326, 0.005
62830, 0.00364, 0.005
62840, 0.00408, 0.005
62850, 0.00353, 0.005
62860, 0.00560, 0.005
62870, 0.00452, 0.005
62880, 0.00275, 0.005
62890, 0.00478, 0.005
62900, 0.00365, 0.005
62910, 0.00472, 0.005
62920, 0.00322, 0.005
62930, 0.00412, 0.005
62940, 0.00445, 0.005
62950, 0.00311, 0.005
62960, 0.00304, 0.005
62970, 0.00349, 0.005
62980, 0.00376, 0.005
62990, 0.00294, 0.005
63000, 0.00424, 0.005
63010, 0.00383, 0.005
63020, 0.00268, 0.005
63030, 0.00467, 0.005
63040, 0.00388, 0.005
63050, 0.00456, 0.005
63060, 0.00640, 0.005
63070, 0.00357, 0.005
63080, 0.00396, 0.005
63090, 0.00481, 0.005
63100, 0.00440, 0.005
63110, 0.00358, 0.005
63120, 0.00255, 0.005
63130, 0.00351, 0.005
63140, 0.00352, 0.005
63150, 0.00349, 0.005
63160, 0.00280, 0.005
63170, 0.00422, 0.005
63180, 0.00246, 0.005
63190, 0.00386, 0.005
63200, 0.00355, 0.005
63210, 0.00397, 0.005
63220, 0.00290, 0.005
63230, 0.00343, 0.005
63240, 0.00343, 0.005
63250, 0.00326, 0.005
63260, 0.00491, 0.005
63270, 0.00416, 0.005
63280, 0.00408, 0.005
63290, 0.00389, 0.005
63300, 0.00441, 0.005
63310, 0.00352, 0.005
63320, 0.00487, 0.005
63330, 0.00411, 0.005
63340, 0.00327, 0.005
63350, 0.00357, 0.005
63360, 0.00377, 0.005
63370, 0.00362, 0.005
63380, 0.00492, 0.005
63390, 0.00316, 0.005
63400, 0.00307, 0.005
63410, 0.00334, 0.005
63420, 0.00436, 0.005
63430, 0.00615, 0.005
63440, 0.00393, 0.005
63450, 0.00464, 0.005
63460, 0.00441, 0.005
63470, 0.00382, 0.005
63480, 0.00549, 0.005
63490, 0.00313, 0.005
63500, 0.00383, 0.005
63510, 0.00283, 0.005
63520, 0.00469, 0.005
63530, 0.00597, 0.005
63540, 0.00424, 0.005
63550, 0.00503, 0.005
63560, 0.00373, 0.005
63570, 0.00417, 0.005
63580, 0.00361, 0.005
63590, 0.00395, 0.005
63600, 0.00309, 0.005
63610, 0.00391, 0.005
63620, 0.00458, 0.005
63630, 0.00448, 0.005
63640, 0.00417, 0.005
63650, 0.00582, 0.005
63660, 0.00336, 0.005
63670, 0.00381, 0.005
63680, 0.00437, 0.005
63690, 0.00354, 0.005
63700, 0.00421, 0.005
63710, 0.00414, 0.005
63720, 0.00415, 0.005
63730, 0.00292, 0.005
63740, 0.00217, 0.005
63750, 0.00429, 0.005
63760, 0.00572, 0.005
63770, 0.00371, 0.005
63780, 0.00408, 0.005
63790, 0.00611, 0.005
63800, 0.00489, 0.005
63810, 0.00427, 0.005
63820, 0.00467, 0.005
63830, 0.00311, 0.005
63840, 0.00416, 0.005
63850, 0.00296, 0.005
63860, 0.00415, 0.005
63870, 0.00349, 0.005
63880, 0.00316, 0.005
63890, 0.00654, 0.005
63900, 0.00421, 0.005
63910, 0.00235, 0.005
63920, 0.00325, 0.005
63930, 0.00415, 0.005
63940, 0.00462, 0.005
63950, 0.00510, 0.005
63960, 0.00295, 0.005
63970, 0.00521, 0.005
63980, 0.00533, 0.005
63990, 0.00533, 0.005
64000, 0.00433, 0.005
64010, 0.00358, 0.005
64020, 0.00529, 0.005
64030, 0.00349, 0.005
64040, 0.00438, 0.005
64050, 0.00405, 0.005
64060, 0.00382, 0.005
64070, 0.00441, 0.005
64080, 0.00353, 0.005
64090, 0.00337, 0.005
64100, 0.00412, 0.005
64110, 0.00487, 0.005
64120, 0.00406, 0.005
64130, 0.00437, 0.005
64140, 0.00460, 0.005
64150, 0.00289, 0.005
64160, 0.00396, 0.005
64170, 0.00393, 0.005
64180, 0.00409, 0.005
64190, 0.00286, 0.005
64200, 0.00504, 0.005
64210, 0.00563, 0.005
64220, 0.00396, 0.005
64230, 0.00286, 0.005
64240, 0.00304, 0.005
64250, 0.00294, 0.005
64260, 0.00366, 0.005
64270, 0.00451, 0.005
64280, 0.00334, 0.005
64290, 0.00395, 0.005
64300, 0.00364, 0.005
64310, 0.00314, 0.005
64320, 0.00404, 0.005
64330, 0.00363, 0.005
64340, 0.00538, 0.005
64350, 0.00699, 0.005
64360, 0.00278, 0.005
64370, 0.00420, 0.005
64380, 0.00356, 0.005
64390, 0.00392, 0.005
64400, 0.00394, 0.005
64410, 0.00302, 0.005
64420, 0.00256, 0.005
64430, 0.00302, 0.005
64440, 0.00411, 0.005
64450, 0.00367, 0.005
64460, 0.00287, 0.005
64470, 0.00415, 0.005
64480, 0.00386, 0.005
64490, 0.00451, 0.005
64500, 0.00363, 0.005
64510, 0.00283, 0.005
64520, 0.00354, 0.005
64530, 0.00445, 0.005
64540, 0.00548, 0.005
64550, 0.00670, 0.005
64560, 0.00440, 0.005
64570, 0.00562, 0.005
64580, 0.00321, 0.005
64590, 0.00420, 0.005
64600, 0.00364, 0.005
64610, 0.00436, 0.005
64620, 0.00332, 0.005
64630, 0.00206, 0.005
64640, 0.00533, 0.005
64650, 0.00418, 0.005
64660, 0.00424, 0.005
64670, 0.00537, 0.005
64680, 0.00458, 0.005
64690, 0.00381, 0.005
64700, 0.00436, 0.005
64710, 0.00332, 0.005
64720, 0.00293, 0.005
64730, 0.00420, 0.005
64740, 0.00349, 0.005
64750, 0.00525, 0.005
64760, 0.00282, 0.005
64770, 0.00374, 0.005
64780, 0.00427, 0.005
64790, 0.00373, 0.005
64800, 0.00486, 0.005
64810, 0.00386, 0.005
64820, 0.00412, 0.005
64830, 0.00302, 0.005
64840, 0.00394, 0.005
64850, 0.00258, 0.005
64860, 0.00328, 0.005
64870, 0.00421, 0.005
64880, 0.00278, 0.005
64890, 0.00447, 0.005
64900, 0.00420, 0.005
64910, 0.00303, 0.005
64920, 0.00387, 0.005
64930, 0.00524, 0.005
64940, 0.00286, 0.005
64950, 0.00263, 0.005
64960, 0.00591, 0.005
64970, 0.00309, 0.005
64980, 0.00621, 0.005
64990, 0.00356, 0.005
65000, 0.00425, 0.005
65010, 0.00437, 0.005
65020, 0.00505, 0.005
65030, 0.00400, 0.005
65040, 0.00423, 0.005
65050, 0.00516, 0.005
65060, 0.00440, 0.005
65070, 0.00317, 0.005
65080, 0.00435, 0.005
65090, 0.00392, 0.005
65100, 0.00393, 0.005
65110, 0.00382, 0.005
65120, 0.00559, 0.005
65130, 0.00512, 0.005
65140, 0.00407, 0.005
65150, 0.00400, 0.005
65160, 0.00719, 0.005
65170, 0.00525, 0.005
65180, 0.00543, 0.005
65190, 0.00484, 0.005
65200, 0.00391, 0.005
65210, 0.00420, 0.005
65220, 0.00408, 0.005
65230, 0.00308, 0.005
65240, 0.00397, 0.005
65250, 0.00335, 0.005
65260, 0.00415, 0.005
65270, 0.00419, 0.005
65280, 0.00387, 0.005
65290, 0.00312, 0.005
65300, 0.00397, 0.005
65310, 0.00428, 0.005
65320, 0.00430, 0.005
65330, 0.00394, 0.005
65340, 0.00357, 0.005
65350, 0.00322, 0.005
65360, 0.00404, 0.005
65370, 0.00364, 0.005
65380, 0.00365, 0.005
65390, 0.00505, 0.005
65400, 0.00335, 0.005
65410, 0.00397, 0.005
65420, 0.00538, 0.005
65430, 0.00316, 0.005
65440, 0.00460, 0.005
65450, 0.00394, 0.005
65460, 0.00339, 0.005
65470, 0.00370, 0.005
65480, 0.00446, 0.005
65490, 0.00353, 0.005
65500, 0.00406, 0.005
65510, 0.00363, 0.005
65520, 0.00436, 0.005
65530, 0.00453, 0.005
65540, 0.00419, 0.005
65550, 0.00397, 0.005
65560, 0.00387, 0.005
65570, 0.00341, 0.005
65580, 0.00308, 0.005
65590, 0.00343, 0.005
65600, 0.00470, 0.005
65610, 0.00373, 0.005
65620, 0.00447, 0.005
65630, 0.00442, 0.005
65640, 0.00306, 0.005
65650, 0.00260, 0.005
65660, 0.00391, 0.005
65670, 0.00378, 0.005
65680, 0.00564, 0.005
65690, 0.00340, 0.005
65700, 0.00460, 0.005
65710, 0.00389, 0.005
65720, 0.00428, 0.005
65730, 0.00272, 0.005
65740, 0.00498, 0.005
65750, 0.00419, 0.005
65760, 0.00488, 0.005
65770, 0.00372, 0.005
65780, 0.00381, 0.005
65790, 0.00299, 0.005
65800, 0.00431, 0.005
65810, 0.00508, 0.005
65820, 0.00284, 0.005
65830, 0.00529, 0.005
65840, 0.00518, 0.005
65850, 0.00450, 0.005
65860, 0.00313, 0.005
65870, 0.00487, 0.005
65880, 0.00313, 0.005
65890, 0.00286, 0.005
65900, 0.00485, 0.005
65910, 0.00303, 0.005
65920, 0.00560, 0.005
65930, 0.00297, 0.005
65940, 0.00378, 0.005
65950, 0.00357, 0.005
65960, 0.00367, 0.005
65970, 0.00501, 0.005
65980, 0.00411, 0.005
65990, 0.00502, 0.005
66000, 0.00342, 0.005
66010, 0.00375, 0.005
66020, 0.00312, 0.005
66030, 0.00304, 0.005
66040, 0.00272, 0.005
66050, 0.00393, 0.005
66060, 0.00261, 0.005
66070, 0.00397, 0.005
66080, 0.00387, 0.005
66090, 0.00384, 0.005
66100, 0.00464, 0.005
66110, 0.00438, 0.005
66120, 0.00424, 0.005
66130, 0.00315, 0.005
66140, 0.00327, 0.005
66150, 0.00445, 0.005
66160, 0.00337, 0.005
66170, 0.00479, 0.005
66180, 0.00358, 0.005
66190, 0.00334, 0.005
66200, 0.00468, 0.005
66210, 0.00477, 0.005
66220, 0.00391, 0.005
66230, 0.00412, 0.005
66240, 0.00579, 0.005
66250, 0.00748, 0.005
66260, 0.00543, 0.005
66270, 0.00439, 0.005
66280, 0.00488, 0.005
66290, 0.00427, 0.005
66300, 0.00456, 0.005
66310, 0.00387, 0.005
66320, 0.00369, 0.005
66330, 0.00338, 0.005
66340, 0.00355, 0.005
66350, 0.00315, 0.005
66360, 0.00343, 0.005
66370, 0.00376, 0.005
66380, 0.00414, 0.005
66390, 0.00419, 0.005
66400, 0.00472, 0.005
66410, 0.00329, 0.005
66420, 0.00553, 0.005
66430, 0.00446, 0.005
66440, 0.00441, 0.005
66450, 0.00460, 0.005
66460, 0.00284, 0.005
66470, 0.00424, 0.005
66480, 0.00353, 0.005
66490, 0.00551, 0.005
66500, 0.00383, 0.005
66510, 0.00430, 0.005
66520, 0.00494, 0.005
66530, 0.00308, 0.005
66540, 0.00336, 0.005
66550, 0.00417, 0.005
66560, 0.00379, 0.005
66570, 0.00388, 0.005
66580, 0.00250, 0.005
66590, 0.00488, 0.005
66600, 0.00383, 0.005
